1.410279, 0.024464, 3.141593, 1.410875
1.449657, 0.020381, 3.141593, 1.416785
1.469323, 0.013109, 3.141593, 1.422931
1.521825, 0.007553, 3.141593, 1.428605
1.532575, 0.004617, 3.141593, 1.432151
1.571062, -0.002163, 3.141593, 1.433570
1.613598, -0.005824, 3.141593, 1.434988
1.654969, -0.008093, 3.141593, 1.437116
1.674359, -0.008892, 3.141593, 1.438298
1.731488, -0.010333, 3.141593, 1.439243
1.795699, -0.025642, 3.141593, 1.441844
1.901478, -0.041868, 3.141593, 1.447045
1.966799, -0.046425, 3.141593, 1.447518
2.043697, -0.046497, 3.141593, 1.447754
2.080495, -0.043864, 3.141593, 1.448463
2.098070, -0.037656, 3.141593, 1.447281
2.108146, -0.032465, 3.141593, 1.447518
2.140555, -0.033069, 3.141593, 1.447045
2.167535, -0.045747, 3.141593, 1.447518
2.187626, -0.051309, 3.141593, 1.447281
2.198901, -0.055705, 3.141593, 1.448463
2.229505, -0.061720, 3.141593, 1.448227
2.228951, -0.063317, 3.141593, 1.446099
2.241871, -0.064436, 3.141593, 1.445390
2.323217, -0.088551, 3.141593, 1.444681
2.385523, -0.104583, 3.141593, 1.443972
2.455844, -0.121767, 3.141593, 1.444917
2.499071, -0.139951, 3.141593, 1.443972
2.557532, -0.156466, 3.141593, 1.443972
2.639772, -0.167647, 3.141593, 1.443735
2.750850, -0.182939, 3.141593, 1.446572
2.811190, -0.190880, 3.141593, 1.446809
2.890471, -0.195883, 3.141593, 1.446336
2.935998, -0.197204, 3.141593, 1.446099
2.961275, -0.201031, 3.141593, 1.445863
2.989896, -0.197401, 3.141593, 1.446099
3.026757, -0.195535, 3.141593, 1.447045
3.073046, -0.198769, 3.141593, 1.446809
3.109584, -0.202411, 3.141593, 1.449173
3.136796, -0.202506, 3.141593, 1.451300
3.195415, -0.210728, 3.141593, 1.451773
3.278696, -0.219852, 3.141593, 1.453191
3.334725, -0.229337, 3.141593, 1.452482
3.392155, -0.233493, 3.141593, 1.453664
3.435935, -0.229987, 3.141593, 1.453664
3.486653, -0.231718, 3.141593, 1.453664
3.517592, -0.233702, 3.141593, 1.452482
3.556605, -0.234625, 3.141593, 1.452482
3.606869, -0.241162, 3.141593, 1.454374
3.635538, -0.240691, 3.141593, 1.454610
3.650965, -0.244197, 3.141593, 1.454846
3.682675, -0.246199, 3.141593, 1.454374
3.704124, -0.250940, 3.141593, 1.452955
3.734151, -0.253217, 3.141593, 1.451537
3.759772, -0.254271, 3.141593, 1.451064
3.814251, -0.262831, 3.141593, 1.450591
3.865833, -0.270325, 3.141593, 1.448463
3.923024, -0.280961, 3.141593, 1.449645
3.942764, -0.286712, 3.141593, 1.451537
3.957022, -0.290080, 3.141593, 1.452009
3.978227, -0.293572, 3.141593, 1.452482
4.011450, -0.298860, 3.141593, 1.450591
4.032174, -0.306062, 3.141593, 1.450118
4.051139, -0.306903, 3.141593, 1.450355
4.058526, -0.300976, 3.141593, 1.449173
4.072437, -0.301647, 3.141593, 1.449645
4.100514, -0.305682, 3.141593, 1.448700
4.166085, -0.304768, 3.141593, 1.448463
4.216705, -0.303809, 3.141593, 1.449409
